1	3	0.963282937365
2	3	0.964902807775
1	1	0.967298691948
2	1	0.967358694348
3	3	0.96568274538
3	1	0.969098763951
4	3	0.963642908567
5	3	0.965142788577
4	1	0.965978639146
5	1	0.967598703948
6	3	0.963582913367
7	3	0.963762898968
6	1	0.964178567143
8	3	0.961663066955
7	1	0.964778591144
8	1	0.96255850234
10	3	0.960283177346
9	1	0.96261850474
9	3	0.961723062155
1	2	0.964598583943
10	1	0.961418456738
11	3	0.960523158147
11	1	0.961178447138
12	3	0.958843292537
2	2	0.966758670347
12	1	0.959978399136
13	1	0.958778351134
13	3	0.958963282937
4	2	0.965918636745
14	3	0.956983441325
3	2	0.967118684747
14	1	0.958538341534
15	3	0.95632349412
15	1	0.958058322333
5	2	0.966038641546
6	2	0.963578543142
7	2	0.964598583943
9	2	0.963338533541
8	2	0.96255850234
10	2	0.961298451938
11	2	0.960398415937
13	2	0.958718348734
12	2	0.959078363135
15	2	0.957158286331
14	2	0.957698307932
16	1	0.956918276731
17	1	0.956978279131
16	3	0.955783537317
17	3	0.955243580514
18	1	0.955298211928
18	3	0.954583633309
19	3	0.953563714903
19	1	0.954578183127
20	3	0.953263738901
20	1	0.953918156726
16	2	0.956858274331
17	2	0.95649825993
21	3	0.953023758099
21	1	0.954458178327
22	1	0.953078123125
22	3	0.951943844492
23	3	0.951163906887
18	2	0.955418216729
23	1	0.952658106324
19	2	0.955298211928
24	1	0.951878075123
24	3	0.950503959683
20	2	0.953558142326
25	3	0.950203983681
25	1	0.950798031921
26	1	0.950318012721
21	2	0.954038161526
26	3	0.949664026878
27	1	0.95001800072
27	3	0.950383969282
22	2	0.952958118325
23	2	0.952418096724
28	3	0.948524118071
28	1	0.949477979119
24	2	0.951878075123
29	3	0.948764098872
29	1	0.949177967119
30	3	0.947924166067
25	2	0.951278051122
30	1	0.948637945518
31	1	0.948937957518
31	3	0.946424286057
26	2	0.94995799832
27	2	0.950438017521
28	2	0.948517940718
29	2	0.948937957518
31	2	0.947377895116
30	2	0.947497899916
